user_id,timestamp,resource_id,resource_type,action,source_system,session_duration_sec
USR0106,2026-04-19 18:55:35,PAY006,payment_portal,EXPORT,payment_portal,426
USR0069,2026-02-26 15:10:57,EMA004,email_system,DELETE,email_system,1517
USR0403,2026-04-20 13:30:54,DRI007,drive,READ,drive,2612
USR0416,2026-03-21 18:42:50,EMA004,email_system,EXPORT,email_system,3529
USR0351,2026-04-17 10:23:15,ADM009,admin_panel,WRITE,admin_panel,3388
USR0251,2026-01-05 14:22:56,EMA005,email_system,WRITE,email_system,2574
USR0250,2026-04-01 17:10:55,DAT004,database,EXPORT,database,433
USR0366,2026-04-22 11:27:10,EMA009,email_system,EXPORT,email_system,3335
USR0021,2025-12-11 10:13:56,DAT010,database,EXPORT,database,792
USR0368,2026-04-28 08:47:25,REP006,reporting_tool,READ,reporting_tool,1245
USR0060,2026-04-22 18:31:41,PAY002,payment_portal,QUERY,payment_portal,2093
USR0324,2026-04-01 18:12:21,REP010,reporting_tool,WRITE,reporting_tool,3345
USR0139,2026-05-05 16:55:56,DRI003,drive,WRITE,drive,1815
USR0021,2026-05-13 18:20:16,DAT010,database,DELETE,database,2611
USR0440,2026-04-25 17:41:00,EMA010,email_system,WRITE,email_system,1049
USR0126,2026-03-21 13:51:51,API009,api_internal,QUERY,api_internal,2766
USR0500,2025-11-27 16:01:31,EMA005,email_system,WRITE,email_system,731
USR0453,2026-01-02 13:50:44,DRI001,drive,EXPORT,drive,382
USR0130,2026-05-01 09:34:02,EMA001,email_system,WRITE,email_system,985
USR0341,2025-11-14 12:03:06,DRI008,drive,WRITE,drive,3368
USR0207,2025-11-17 18:50:49,VDI009,vdi,EXPORT,vdi,3487
USR0388,2026-03-04 17:12:41,REP002,reporting_tool,EXPORT,reporting_tool,2753
USR0172,2026-05-10 12:59:34,EMA007,email_system,QUERY,email_system,1767
USR0042,2025-11-21 08:39:56,DAT003,database,QUERY,database,1698
USR0307,2026-05-16 14:22:08,VDI004,vdi,WRITE,vdi,455
USR0202,2025-12-12 11:33:45,DRI001,drive,DELETE,drive,1841
USR0211,2026-05-22 13:32:07,DAT009,database,WRITE,database,3186
USR0072,2026-03-24 17:07:58,API009,api_internal,DELETE,api_internal,813
USR0080,2026-03-23 15:00:08,EMA009,email_system,EXPORT,email_system,606
USR0124,2026-01-01 10:58:40,DAT006,database,LOGIN,database,3112
USR0174,2026-02-22 12:14:05,DAT001,database,WRITE,database,3261
USR0495,2025-11-07 14:32:25,PAY003,payment_portal,QUERY,payment_portal,3022
USR0443,2025-12-03 11:36:58,EMA007,email_system,LOGIN,email_system,2781
USR0060,2026-04-11 12:18:56,DAT001,database,READ,database,2880
USR0023,2025-12-18 08:00:44,DAT008,database,READ,database,777
USR0351,2025-11-01 12:43:49,REP003,reporting_tool,WRITE,reporting_tool,456
USR0277,2025-12-17 11:41:24,API002,api_internal,WRITE,api_internal,2180
USR0429,2025-11-24 14:09:09,DRI006,drive,EXPORT,drive,81
USR0172,2026-02-06 08:46:39,DRI002,drive,LOGIN,drive,431
USR0448,2025-12-11 09:17:09,EMA008,email_system,QUERY,email_system,804
USR0212,2026-03-04 08:47:51,DRI001,drive,WRITE,drive,3343
USR0169,2025-11-12 12:57:55,EMA001,email_system,DELETE,email_system,93
USR0045,2026-01-04 18:06:25,EMA002,email_system,QUERY,email_system,669
USR0278,2025-12-28 10:40:20,DAT001,database,QUERY,database,66
USR0086,2026-04-24 16:36:20,PAY007,payment_portal,READ,payment_portal,857
USR0032,2025-12-16 11:31:53,API010,api_internal,DELETE,api_internal,2785
USR0257,2025-11-02 14:59:10,API009,api_internal,LOGIN,api_internal,1464
USR0419,2026-03-06 16:38:10,REP009,reporting_tool,QUERY,reporting_tool,2292
USR0269,2026-05-03 14:08:56,API001,api_internal,WRITE,api_internal,3501
USR0364,2025-12-27 08:57:10,API008,api_internal,EXPORT,api_internal,2526
USR0011,2026-05-15 04:26:28,ADM003,admin_panel,WRITE,admin_panel,2369
USR0113,2026-02-23 12:43:00,API001,api_internal,DELETE,api_internal,2582
USR0034,2026-05-23 14:54:18,DAT008,database,QUERY,database,3436
USR0497,2026-02-06 15:05:49,DRI006,drive,EXPORT,drive,2245
USR0070,2026-05-20 04:56:50,REP002,reporting_tool,EXPORT,reporting_tool,2796
USR0095,2025-12-10 11:15:56,DAT009,database,READ,database,3203
USR0021,2025-11-13 18:54:35,DAT010,database,EXPORT,database,3163
USR0266,2026-03-25 09:17:25,REP009,reporting_tool,EXPORT,reporting_tool,987
USR0131,2026-05-26 09:17:11,DAT010,database,DELETE,database,1962
USR0070,2026-05-08 11:46:40,EMA001,email_system,READ,email_system,526
USR0090,2026-02-18 08:42:04,API009,api_internal,LOGIN,api_internal,2047
USR0083,2026-01-05 08:29:01,API009,api_internal,WRITE,api_internal,1572
USR0044,2026-02-16 18:48:15,ADM008,admin_panel,LOGIN,admin_panel,3227
USR0345,2026-03-16 08:00:52,VDI008,vdi,LOGIN,vdi,396
USR0369,2026-01-29 08:50:15,REP007,reporting_tool,DELETE,reporting_tool,3060
USR0467,2026-02-17 12:15:04,EMA006,email_system,QUERY,email_system,1008
USR0402,2026-03-23 17:10:39,PAY003,payment_portal,LOGIN,payment_portal,1080
USR0153,2025-12-20 10:45:50,REP005,reporting_tool,QUERY,reporting_tool,2032
USR0430,2026-01-29 16:41:07,DRI004,drive,LOGIN,drive,1692
USR0376,2026-05-03 08:58:42,VDI005,vdi,DELETE,vdi,354
USR0158,2026-02-27 10:41:26,API005,api_internal,READ,api_internal,1105
USR0326,2026-04-13 12:15:09,DRI001,drive,DELETE,drive,54
USR0461,2026-04-15 13:49:26,DRI006,drive,READ,drive,1696
USR0459,2026-02-05 12:21:03,REP001,reporting_tool,DELETE,reporting_tool,2273
USR0200,2025-12-29 11:18:29,REP007,reporting_tool,QUERY,reporting_tool,1184
USR0183,2026-01-14 13:32:52,REP010,reporting_tool,DELETE,reporting_tool,826
USR0020,2026-05-12 09:59:45,REP005,reporting_tool,EXPORT,reporting_tool,1000
USR0415,2026-02-22 17:03:17,REP003,reporting_tool,DELETE,reporting_tool,721
USR0065,2026-03-27 16:58:45,PAY009,payment_portal,DELETE,payment_portal,100
USR0160,2026-01-28 16:17:00,DRI005,drive,QUERY,drive,2565
USR0254,2025-12-12 09:55:29,REP003,reporting_tool,READ,reporting_tool,2292
USR0457,2026-03-22 09:48:52,ADM005,admin_panel,READ,admin_panel,2163
USR0034,2026-02-10 18:03:22,DAT005,database,QUERY,database,2727
USR0382,2026-05-25 16:23:47,ADM001,admin_panel,READ,admin_panel,1543
USR0353,2025-12-27 11:23:55,VDI003,vdi,EXPORT,vdi,3125
USR0217,2026-03-22 09:00:21,REP008,reporting_tool,LOGIN,reporting_tool,1993
USR0229,2026-02-04 18:29:05,PAY009,payment_portal,WRITE,payment_portal,1543
USR0435,2026-02-12 13:55:04,DRI008,drive,DELETE,drive,3395
USR0405,2025-12-13 08:01:38,EMA008,email_system,LOGIN,email_system,2465
USR0223,2026-05-14 13:56:41,DRI010,drive,QUERY,drive,3466
USR0479,2026-01-31 18:40:24,DRI004,drive,WRITE,drive,138
USR0424,2025-11-14 08:20:58,EMA001,email_system,LOGIN,email_system,2037
USR0448,2025-12-04 13:25:43,EMA003,email_system,READ,email_system,1468
USR0411,2026-04-12 09:57:38,EMA002,email_system,LOGIN,email_system,3599
USR0020,2025-11-19 18:20:47,DRI004,drive,LOGIN,drive,2235
USR0123,2025-11-08 14:15:17,DRI008,drive,QUERY,drive,1914
USR0195,2026-03-19 11:10:41,EMA003,email_system,QUERY,email_system,1741
USR0375,2026-02-26 08:39:56,API007,api_internal,WRITE,api_internal,680
USR0275,2026-03-24 09:57:38,EMA009,email_system,DELETE,email_system,1212
USR0231,2026-01-08 09:59:36,DRI008,drive,DELETE,drive,3548
USR0410,2025-12-23 16:28:08,API001,api_internal,LOGIN,api_internal,438
USR0367,2026-05-14 14:57:15,DRI001,drive,DELETE,drive,36
USR0158,2026-02-25 16:44:02,DRI003,drive,DELETE,drive,473
USR0166,2026-02-20 11:08:52,DRI010,drive,READ,drive,2860
USR0278,2025-11-06 16:17:34,REP003,reporting_tool,DELETE,reporting_tool,1426
USR0345,2025-12-15 17:10:46,REP004,reporting_tool,READ,reporting_tool,2974
USR0392,2026-05-11 10:17:13,DAT005,database,EXPORT,database,407
USR0080,2025-11-17 15:24:55,EMA009,email_system,DELETE,email_system,3482
USR0067,2025-11-06 08:47:13,PAY003,payment_portal,QUERY,payment_portal,1269
USR0391,2026-04-20 15:52:36,API006,api_internal,QUERY,api_internal,1610
USR0353,2025-11-26 11:03:47,REP005,reporting_tool,QUERY,reporting_tool,1491
USR0482,2026-02-12 13:17:22,DAT003,database,QUERY,database,1528
USR0283,2026-03-04 16:17:09,API004,api_internal,WRITE,api_internal,127
USR0259,2026-04-15 10:40:29,DAT007,database,QUERY,database,1223
USR0341,2026-02-27 08:23:10,ADM010,admin_panel,LOGIN,admin_panel,1404
USR0256,2025-11-21 11:20:14,API007,api_internal,EXPORT,api_internal,259
USR0316,2025-11-26 14:15:01,DRI009,drive,DELETE,drive,2446
USR0333,2026-01-12 15:56:52,ADM003,admin_panel,READ,admin_panel,1805
USR0152,2026-03-17 15:35:18,REP006,reporting_tool,WRITE,reporting_tool,2760
USR0327,2026-01-13 11:39:39,ADM006,admin_panel,DELETE,admin_panel,576
USR0043,2025-11-29 18:40:59,REP002,reporting_tool,QUERY,reporting_tool,1470
USR0070,2026-05-08 11:48:41,EMA001,email_system,LOGIN,email_system,859
USR0206,2025-12-27 10:58:37,EMA009,email_system,LOGIN,email_system,1505
USR0499,2026-03-27 12:58:27,DRI007,drive,QUERY,drive,690
USR0286,2026-01-13 09:12:27,EMA001,email_system,LOGIN,email_system,3206
USR0270,2026-02-10 16:22:27,ADM004,admin_panel,DELETE,admin_panel,650
USR0065,2026-05-10 09:38:27,REP009,reporting_tool,READ,reporting_tool,659
USR0117,2026-02-02 13:19:17,API008,api_internal,DELETE,api_internal,3005
USR0433,2026-03-05 13:01:49,ADM001,admin_panel,WRITE,admin_panel,2319
USR0351,2026-05-08 14:44:47,ADM002,admin_panel,READ,admin_panel,2038
USR0021,2025-11-27 11:43:38,DAT009,database,LOGIN,database,2625
USR0086,2026-01-10 15:04:12,REP004,reporting_tool,EXPORT,reporting_tool,1184
USR0232,2025-12-04 16:44:32,EMA007,email_system,WRITE,email_system,640
USR0103,2026-05-20 15:22:10,PAY002,payment_portal,DELETE,payment_portal,1694
USR0179,2026-02-04 18:50:23,REP003,reporting_tool,EXPORT,reporting_tool,1132
USR0265,2026-02-18 16:01:27,REP006,reporting_tool,LOGIN,reporting_tool,181
USR0253,2026-04-16 12:40:53,DRI009,drive,WRITE,drive,1898
USR0120,2025-12-26 12:51:06,DRI009,drive,LOGIN,drive,1841
USR0070,2026-05-15 21:13:33,DAT009,database,WRITE,database,3061
USR0046,2026-02-21 14:00:12,PAY004,payment_portal,READ,payment_portal,2111
USR0496,2026-01-28 11:20:07,DAT010,database,DELETE,database,1035
USR0144,2025-11-22 18:28:29,DAT008,database,DELETE,database,2550
USR0365,2026-05-26 14:35:23,REP010,reporting_tool,EXPORT,reporting_tool,1623
USR0229,2025-11-17 09:07:15,API002,api_internal,QUERY,api_internal,2592
USR0423,2026-01-10 13:36:47,DRI007,drive,WRITE,drive,280
USR0277,2026-02-05 16:48:04,ADM006,admin_panel,READ,admin_panel,3460
USR0053,2026-01-25 14:25:46,API003,api_internal,READ,api_internal,916
USR0308,2025-12-04 17:19:26,REP008,reporting_tool,READ,reporting_tool,2868
USR0481,2026-01-20 11:37:43,DRI010,drive,READ,drive,2828
USR0322,2026-03-31 13:30:50,DRI010,drive,QUERY,drive,1141
USR0183,2026-04-06 12:28:43,API009,api_internal,LOGIN,api_internal,1656
USR0070,2026-01-02 08:33:24,EMA001,email_system,WRITE,email_system,1538
USR0260,2026-03-14 15:48:31,DRI007,drive,READ,drive,1975
USR0024,2026-05-23 08:10:45,EMA009,email_system,LOGIN,email_system,1057
USR0239,2026-03-28 15:27:31,REP001,reporting_tool,READ,reporting_tool,2808
USR0400,2025-11-02 12:46:55,DAT008,database,DELETE,database,1461
USR0488,2026-01-25 08:28:06,EMA005,email_system,WRITE,email_system,1083
USR0051,2026-04-23 23:40:46,VDI003,vdi,LOGIN,vdi,970
USR0369,2026-02-07 12:51:45,DRI008,drive,EXPORT,drive,989
USR0108,2026-01-27 14:47:46,PAY007,payment_portal,EXPORT,payment_portal,1249
USR0080,2025-12-05 18:38:28,API006,api_internal,EXPORT,api_internal,2999
USR0032,2026-04-29 10:48:28,REP007,reporting_tool,EXPORT,reporting_tool,2942
USR0068,2026-03-09 15:36:48,DRI006,drive,WRITE,drive,457
USR0411,2025-12-23 16:22:03,VDI005,vdi,EXPORT,vdi,1931
USR0098,2025-12-24 09:55:20,DAT009,database,LOGIN,database,3321
USR0395,2026-03-05 15:06:46,EMA002,email_system,WRITE,email_system,788
USR0363,2026-01-20 10:47:19,EMA004,email_system,LOGIN,email_system,3366
USR0157,2025-12-02 18:40:27,EMA002,email_system,WRITE,email_system,2219
USR0477,2026-03-11 14:15:27,EMA005,email_system,EXPORT,email_system,1963
USR0472,2026-04-24 17:19:26,DRI004,drive,QUERY,drive,1913
USR0406,2026-02-19 16:05:40,DAT010,database,READ,database,971
USR0060,2026-02-28 18:26:19,DRI008,drive,DELETE,drive,676
USR0417,2025-11-17 14:52:43,REP003,reporting_tool,WRITE,reporting_tool,3240
USR0323,2026-05-15 18:03:22,REP007,reporting_tool,READ,reporting_tool,776
USR0281,2025-12-04 13:37:33,REP009,reporting_tool,WRITE,reporting_tool,2672
USR0226,2026-01-15 09:12:47,DAT008,database,DELETE,database,2096
USR0014,2026-03-19 10:31:18,DAT008,database,EXPORT,database,2496
USR0252,2026-02-12 15:15:02,REP003,reporting_tool,LOGIN,reporting_tool,3363
USR0048,2026-03-30 08:47:27,VDI009,vdi,EXPORT,vdi,1519
USR0103,2026-01-07 17:05:45,PAY002,payment_portal,DELETE,payment_portal,3447
USR0475,2026-03-05 17:48:45,VDI005,vdi,QUERY,vdi,1271
USR0437,2026-02-22 13:36:30,ADM005,admin_panel,READ,admin_panel,2957
USR0065,2026-02-16 11:13:13,PAY001,payment_portal,DELETE,payment_portal,566
USR0449,2025-11-04 12:10:39,REP001,reporting_tool,EXPORT,reporting_tool,1679
USR0243,2026-02-02 18:19:41,DRI010,drive,EXPORT,drive,3585
USR0424,2026-02-05 17:30:40,DRI001,drive,EXPORT,drive,1955
USR0143,2026-01-04 16:18:18,EMA010,email_system,WRITE,email_system,3407
USR0326,2026-05-11 09:42:33,API004,api_internal,READ,api_internal,1853
USR0325,2026-01-29 18:09:53,VDI002,vdi,WRITE,vdi,2774
USR0340,2026-01-07 12:45:07,EMA007,email_system,DELETE,email_system,962
USR0201,2025-11-09 14:44:21,DRI006,drive,LOGIN,drive,955
USR0459,2025-12-15 18:13:25,DAT002,database,QUERY,database,1234
USR0498,2025-12-27 12:02:15,REP009,reporting_tool,EXPORT,reporting_tool,2663
USR0070,2026-04-29 10:41:43,DAT009,database,DELETE,database,1910
USR0241,2025-11-08 14:16:09,DAT004,database,WRITE,database,1533
USR0362,2026-03-12 11:11:57,DAT008,database,LOGIN,database,512
USR0330,2025-11-23 17:00:17,REP006,reporting_tool,EXPORT,reporting_tool,1852
USR0482,2025-11-13 12:04:31,API006,api_internal,LOGIN,api_internal,2110
USR0342,2026-05-25 09:27:17,REP005,reporting_tool,LOGIN,reporting_tool,233
USR0210,2026-03-05 17:18:30,DAT008,database,QUERY,database,3081
USR0264,2026-05-13 09:26:17,API002,api_internal,READ,api_internal,3057
USR0365,2026-01-06 12:59:11,API008,api_internal,LOGIN,api_internal,1637
USR0472,2026-03-05 17:59:11,DRI003,drive,LOGIN,drive,1372
USR0239,2026-02-24 14:44:58,VDI010,vdi,WRITE,vdi,1190
USR0311,2026-02-20 10:15:49,DAT001,database,READ,database,3262
USR0116,2026-03-07 18:43:21,EMA001,email_system,QUERY,email_system,301
USR0454,2026-04-21 13:01:08,EMA006,email_system,WRITE,email_system,2165
USR0484,2026-05-08 10:17:11,VDI003,vdi,EXPORT,vdi,1449
USR0238,2026-03-01 08:03:28,VDI003,vdi,WRITE,vdi,691
USR0313,2026-02-08 15:34:31,DAT004,database,WRITE,database,1560
USR0127,2025-11-14 11:34:24,API006,api_internal,READ,api_internal,458
USR0385,2026-02-15 09:14:14,VDI003,vdi,LOGIN,vdi,90
USR0146,2025-12-06 08:53:32,API002,api_internal,WRITE,api_internal,771
USR0047,2026-02-28 10:34:51,DAT004,database,EXPORT,database,2347
USR0419,2026-02-14 18:19:58,EMA003,email_system,WRITE,email_system,1070
USR0481,2025-11-19 09:31:07,DRI001,drive,DELETE,drive,3429
USR0020,2026-05-23 09:05:11,DAT005,database,QUERY,database,921
USR0223,2026-04-01 08:17:08,REP003,reporting_tool,DELETE,reporting_tool,2301
USR0057,2025-11-19 08:58:44,EMA008,email_system,LOGIN,email_system,1553
USR0279,2025-11-26 15:30:28,PAY003,payment_portal,WRITE,payment_portal,3565
USR0496,2026-04-29 12:01:36,EMA009,email_system,READ,email_system,618
USR0258,2026-05-19 09:52:44,DAT006,database,WRITE,database,2928
USR0488,2025-12-12 10:15:44,DAT003,database,EXPORT,database,1327
USR0237,2026-04-09 16:11:26,EMA003,email_system,READ,email_system,1220
USR0175,2026-03-11 11:01:31,API002,api_internal,QUERY,api_internal,3210
USR0395,2025-11-20 14:02:31,REP002,reporting_tool,EXPORT,reporting_tool,799
USR0375,2026-02-03 15:21:44,DRI003,drive,READ,drive,2718
USR0435,2025-12-13 09:58:55,EMA007,email_system,WRITE,email_system,1236
USR0372,2026-05-17 14:24:24,DRI009,drive,DELETE,drive,1532
USR0412,2026-01-14 12:05:06,DAT010,database,LOGIN,database,87
USR0370,2026-02-24 16:43:26,PAY004,payment_portal,WRITE,payment_portal,2497
USR0145,2026-01-15 11:48:28,EMA003,email_system,EXPORT,email_system,3495
USR0255,2025-12-14 16:28:56,EMA004,email_system,READ,email_system,2015
USR0217,2026-04-24 08:32:23,API008,api_internal,DELETE,api_internal,2718
USR0400,2026-01-21 13:34:00,DAT008,database,QUERY,database,2613
USR0409,2026-05-14 08:52:17,EMA003,email_system,EXPORT,email_system,217
USR0475,2026-01-13 17:01:01,VDI002,vdi,EXPORT,vdi,1272
USR0088,2026-03-27 13:25:33,API008,api_internal,QUERY,api_internal,2094
USR0029,2026-03-29 17:29:05,ADM002,admin_panel,LOGIN,admin_panel,1709
USR0395,2025-12-01 15:14:36,EMA002,email_system,WRITE,email_system,677
USR0039,2026-05-05 15:02:20,REP007,reporting_tool,DELETE,reporting_tool,3433
USR0351,2025-12-06 10:26:51,EMA001,email_system,QUERY,email_system,3447
USR0453,2026-05-12 17:07:02,DAT004,database,EXPORT,database,755
USR0021,2026-05-03 12:52:04,DAT009,database,DELETE,database,2091
USR0493,2026-03-24 17:15:53,DRI004,drive,EXPORT,drive,2855
USR0040,2026-03-19 16:27:27,REP009,reporting_tool,EXPORT,reporting_tool,2442
USR0439,2025-11-17 11:07:59,DAT002,database,DELETE,database,658
USR0497,2026-04-26 11:12:44,DRI006,drive,DELETE,drive,1848
USR0307,2026-05-13 16:17:32,REP001,reporting_tool,EXPORT,reporting_tool,2183
USR0302,2026-03-12 15:40:16,API007,api_internal,LOGIN,api_internal,2922
USR0291,2025-11-15 13:21:08,ADM008,admin_panel,QUERY,admin_panel,598
USR0185,2026-01-15 10:07:11,API007,api_internal,WRITE,api_internal,3354
USR0146,2026-03-12 18:52:13,REP009,reporting_tool,EXPORT,reporting_tool,654
USR0145,2025-11-28 15:41:43,DRI009,drive,DELETE,drive,354
USR0054,2026-04-12 17:51:35,DAT001,database,WRITE,database,105
USR0251,2026-02-21 16:11:56,REP002,reporting_tool,DELETE,reporting_tool,998
USR0500,2026-03-08 12:00:54,EMA005,email_system,QUERY,email_system,2987
USR0359,2025-12-07 09:24:10,EMA010,email_system,WRITE,email_system,2427
USR0476,2026-05-09 12:11:30,API010,api_internal,DELETE,api_internal,1549
USR0481,2026-04-04 16:38:41,API002,api_internal,QUERY,api_internal,3262
USR0477,2026-03-15 13:42:13,VDI001,vdi,WRITE,vdi,3119
USR0068,2026-04-17 12:37:56,API010,api_internal,LOGIN,api_internal,405
USR0269,2026-01-26 13:32:44,VDI004,vdi,QUERY,vdi,173
USR0476,2025-11-02 17:01:47,REP006,reporting_tool,LOGIN,reporting_tool,2636
USR0085,2026-02-16 13:16:25,DRI010,drive,EXPORT,drive,3135
USR0470,2026-01-21 11:47:32,DRI010,drive,QUERY,drive,2271
USR0174,2026-04-22 16:46:31,DAT001,database,WRITE,database,1960
USR0181,2025-12-07 15:45:52,EMA002,email_system,LOGIN,email_system,2558
USR0369,2026-03-29 17:35:40,REP007,reporting_tool,QUERY,reporting_tool,1773
USR0104,2026-05-05 11:49:00,REP003,reporting_tool,QUERY,reporting_tool,1870
USR0496,2026-03-05 09:30:47,VDI003,vdi,READ,vdi,1331
USR0455,2025-12-28 09:53:25,DRI002,drive,DELETE,drive,3546
USR0102,2026-03-04 15:04:23,EMA009,email_system,READ,email_system,2588
USR0267,2026-02-01 12:57:50,DRI008,drive,WRITE,drive,3058
USR0450,2026-03-14 10:52:12,PAY005,payment_portal,WRITE,payment_portal,296
USR0219,2025-12-08 16:13:04,DRI006,drive,READ,drive,3332
USR0401,2026-02-21 09:06:59,DAT008,database,WRITE,database,1474
USR0121,2026-02-23 10:33:00,REP004,reporting_tool,WRITE,reporting_tool,1004
USR0067,2026-01-06 16:28:05,DAT009,database,QUERY,database,2754
USR0020,2025-11-29 15:13:19,REP005,reporting_tool,LOGIN,reporting_tool,2107
USR0309,2025-11-16 09:27:32,EMA005,email_system,LOGIN,email_system,1422
USR0120,2025-11-13 13:43:53,DRI009,drive,EXPORT,drive,2011
USR0187,2025-12-05 13:54:54,PAY005,payment_portal,WRITE,payment_portal,1408
USR0197,2026-02-01 13:27:45,ADM008,admin_panel,QUERY,admin_panel,870
USR0064,2026-01-23 15:14:19,DAT004,database,EXPORT,database,1740
USR0117,2026-01-02 15:16:05,API008,api_internal,QUERY,api_internal,672
USR0029,2025-12-04 16:35:51,VDI005,vdi,QUERY,vdi,391
USR0175,2026-03-20 10:03:05,REP009,reporting_tool,LOGIN,reporting_tool,1931
USR0347,2025-12-14 15:03:07,DRI008,drive,QUERY,drive,2593
USR0443,2025-12-18 13:37:05,VDI008,vdi,QUERY,vdi,1712
USR0400,2025-11-29 14:26:41,DAT008,database,DELETE,database,343
USR0177,2026-05-13 16:59:43,VDI003,vdi,LOGIN,vdi,3401
USR0376,2026-05-10 17:23:57,DRI010,drive,DELETE,drive,625
USR0162,2026-01-25 16:58:40,REP003,reporting_tool,LOGIN,reporting_tool,2398
USR0116,2025-12-22 16:04:00,DRI005,drive,DELETE,drive,2876
USR0121,2026-01-06 10:26:02,REP004,reporting_tool,READ,reporting_tool,2300
USR0005,2026-03-19 17:08:22,EMA002,email_system,READ,email_system,2305
USR0124,2026-04-26 14:14:53,PAY006,payment_portal,DELETE,payment_portal,1151
USR0252,2026-05-19 08:40:08,REP003,reporting_tool,LOGIN,reporting_tool,1739
USR0156,2026-04-13 15:24:46,VDI006,vdi,QUERY,vdi,1989
USR0413,2026-02-19 18:06:44,DAT010,database,QUERY,database,2216
USR0392,2025-12-01 14:22:35,DAT005,database,LOGIN,database,663
USR0208,2026-04-15 16:44:24,VDI001,vdi,DELETE,vdi,636
USR0380,2026-01-21 08:32:58,API006,api_internal,LOGIN,api_internal,1412
USR0432,2026-01-22 13:49:42,EMA009,email_system,EXPORT,email_system,977
USR0310,2026-02-21 18:05:05,VDI008,vdi,DELETE,vdi,1548
USR0434,2026-05-11 11:48:39,VDI002,vdi,QUERY,vdi,921
USR0016,2026-03-22 08:57:05,EMA001,email_system,QUERY,email_system,583
USR0499,2026-01-24 17:13:37,REP003,reporting_tool,EXPORT,reporting_tool,3308
USR0253,2025-12-07 18:19:48,API001,api_internal,EXPORT,api_internal,541
USR0492,2026-05-23 13:10:33,DRI004,drive,EXPORT,drive,1512
USR0335,2026-05-14 08:30:16,API001,api_internal,LOGIN,api_internal,1389
USR0090,2026-04-30 12:11:44,REP009,reporting_tool,EXPORT,reporting_tool,674
USR0465,2026-02-09 17:29:11,REP005,reporting_tool,WRITE,reporting_tool,3449
USR0005,2025-11-22 08:49:32,EMA004,email_system,DELETE,email_system,2362
USR0353,2026-02-05 15:10:46,REP005,reporting_tool,WRITE,reporting_tool,126
USR0143,2025-12-07 17:03:45,API003,api_internal,DELETE,api_internal,1546
USR0346,2026-05-22 18:47:32,REP006,reporting_tool,WRITE,reporting_tool,384
USR0123,2025-11-09 08:36:55,EMA001,email_system,WRITE,email_system,1753
USR0102,2026-03-19 16:01:42,REP007,reporting_tool,LOGIN,reporting_tool,3352
USR0008,2026-03-30 09:27:27,EMA004,email_system,LOGIN,email_system,121
USR0270,2026-01-26 08:59:10,API005,api_internal,EXPORT,api_internal,2621
USR0217,2026-04-15 18:55:15,REP008,reporting_tool,QUERY,reporting_tool,1355
USR0055,2025-12-14 17:33:21,VDI008,vdi,QUERY,vdi,2638
USR0339,2025-12-21 15:43:27,REP004,reporting_tool,WRITE,reporting_tool,3330
USR0159,2026-02-20 13:18:54,DRI006,drive,DELETE,drive,2762
USR0058,2025-12-31 13:32:16,PAY007,payment_portal,EXPORT,payment_portal,3136
USR0105,2026-04-22 15:05:04,API005,api_internal,LOGIN,api_internal,2943
